时间,计划名称,计划ID,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-06-07,山姆盒马三文鱼截流,198986280,0.03,30,10.0%,0.0%,3,0.0,0.01,1.0,0.03,29,3,10.34%,0.01,1.03,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0.01,16.67%,33.33%,33.33%,0.0%,0,0.0,0.0
2026-06-07,6月高点击笔记测试_复制,201276745,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,虾仁收割计划,201634879,7.70,357,9.52%,0.0%,34,0.0,0.23,21.57,7.7,357,34,9.52%,0.23,21.57,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,53,8,1.95,15.19%,23.53%,25.39%,0.0%,0,0.0,0.0
2026-06-07,鲅鱼计划,201641214,0.00,8,0.0%,0.0%,0,0.0,0.0,0.0,0.0,8,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,三文鱼搜索关键词,184817496,1.47,13,7.69%,0.0%,1,0.0,1.47,113.08,1.47,12,1,8.33%,1.47,122.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,1.47,23.08%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁搜索,185525682,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,7,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,三文鱼搜索关键词_复制,186136724,0.26,9,22.22%,0.0%,2,0.0,0.13,28.89,0.26,9,2,22.22%,0.13,28.89,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0.25,33.33%,50.0%,96.15%,0.0%,0,0.0,0.0
2026-06-08,三文鱼爆款购买潜在需求,186737237,5.90,243,14.4%,0.0%,35,0.0,0.17,24.28,5.9,241,35,14.52%,0.17,24.48,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,73,17,3.79,30.04%,48.57%,64.24%,0.0%,0,0.0,0.0
2026-06-08,三文鱼,194400456,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,7日虾仁笔记_复制,195192732,0.64,23,13.04%,0.0%,3,0.0,0.21,27.83,0.64,23,3,13.04%,0.21,27.83,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.16,8.7%,33.33%,25.0%,0.0%,0,0.0,0.0
2026-06-08,521虾仁测试,196982127,0.64,5,20.0%,0.0%,1,0.0,0.64,128.0,0.64,5,1,20.0%,0.64,128.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,521三文鱼搜索,196988252,0.01,12,8.33%,0.0%,1,0.0,0.01,0.83,0.01,12,1,8.33%,0.01,0.83,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,减脂餐词汇搜索_复制,198319589,0.00,9,0.0%,0.0%,0,0.0,0.0,0.0,0.0,9,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,11.11%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,三文鱼搜索关键词_20260526_170915,198328826,1.87,76,13.16%,0.0%,10,0.0,0.19,24.61,1.87,75,10,13.33%,0.19,24.93,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,5,0.95,25.0%,50.0%,50.79%,0.0%,0,0.0,0.0
2026-06-08,三文鱼搜索新计划,198891243,0.09,24,8.33%,0.0%,2,0.0,0.05,3.75,0.09,23,2,8.7%,0.05,3.91,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,2,0.09,33.33%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试,198948610,1.83,27,22.22%,0.0%,6,0.0,0.31,67.78,1.83,27,6,22.22%,0.31,67.78,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0,0.0,18.52%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁笔记推词测试,198949210,0.00,12,0.0%,0.0%,0,0.0,0.0,0.0,0.0,12,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,8.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,三文鱼购买意图测试,198960741,0.57,106,9.43%,0.0%,10,0.0,0.06,5.38,0.57,105,10,9.52%,0.06,5.43,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,6,0.44,36.79%,60.0%,77.19%,0.0%,0,0.0,0.0
2026-06-08,三文鱼做法意图测试,198981408,4.51,93,18.28%,0.0%,17,0.0,0.27,48.49,4.51,92,17,18.48%,0.27,49.02,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,5,1.75,31.18%,29.41%,38.8%,0.0%,0,0.0,0.0
2026-06-08,山姆盒马三文鱼截流,198986280,0.31,41,9.76%,0.0%,4,0.0,0.08,7.56,0.31,41,4,9.76%,0.08,7.56,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1,0.12,19.51%,25.0%,38.64%,0.0%,0,0.0,0.0
2026-06-08,6月高点击笔记测试_复制,201276745,0.32,11,9.09%,0.0%,1,0.0,0.32,29.09,0.32,11,1,9.09%,0.32,29.09,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,18.18%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁收割计划,201634879,12.47,329,13.68%,0.0%,45,138.0,0.28,37.9,12.47,328,45,13.72%,0.28,38.02,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,2,6.24,138.0,11.07,2,6.24,138.0,11.07,2,6.24,138.0,11.07,49,12,4.66,15.12%,26.67%,37.33%,4.44%,2,138.0,11.07
2026-06-08,鲅鱼计划,201641214,0.00,27,0.0%,0.0%,0,0.0,0.0,0.0,0.0,27,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,7.41%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,三文鱼搜索关键词,184817496,0.09,3,66.67%,0.0%,2,0.0,0.05,30.0,0.09,3,2,66.67%,0.05,30.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,虾仁搜索,185525682,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,三文鱼搜索关键词_复制,186136724,0.03,6,16.67%,0.0%,1,0.0,0.03,5.0,0.03,6,1,16.67%,0.03,5.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0.03,50.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-09,三文鱼爆款购买潜在需求,186737237,1.65,165,10.91%,0.0%,18,0.0,0.09,10.0,1.65,163,18,11.04%,0.09,10.12,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,37,7,1.26,22.42%,38.89%,76.46%,0.0%,0,0.0,0.0
2026-06-09,7日虾仁笔记_复制,195192732,0.96,18,22.22%,0.0%,4,0.0,0.24,53.33,0.96,18,4,22.22%,0.24,53.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2,0.24,27.78%,50.0%,25.0%,0.0%,0,0.0,0.0
2026-06-09,521虾仁测试,196982127,0.02,6,33.33%,0.0%,2,0.0,0.01,3.33,0.02,6,2,33.33%,0.01,3.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.01,33.33%,50.0%,34.48%,0.0%,0,0.0,0.0
2026-06-09,521虾仁测试_复制,196982135,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,521三文鱼搜索,196988252,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,减脂餐词汇搜索_复制,198319589,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,三文鱼搜索关键词_20260526_170915,198328826,0.75,64,6.25%,0.0%,4,0.0,0.19,11.72,0.75,62,4,6.45%,0.19,12.1,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2,0.5,20.31%,50.0%,66.67%,0.0%,0,0.0,0.0
2026-06-09,三文鱼搜索新计划,198891243,0.30,8,12.5%,0.0%,1,0.0,0.3,37.5,0.3,8,1,12.5%,0.3,37.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,虾仁高购买意图测试,198948610,0.05,14,7.14%,0.0%,1,0.0,0.05,3.57,0.05,14,1,7.14%,0.05,3.57,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,28.57%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,虾仁笔记推词测试,198949210,0.06,10,10.0%,0.0%,1,0.0,0.06,6.0,0.06,10,1,10.0%,0.06,6.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,10.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-09,三文鱼购买意图测试,198960741,0.46,82,4.88%,0.0%,4,0.0,0.12,5.61,0.46,82,4,4.88%,0.12,5.61,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,2,0.18,41.46%,50.0%,39.13%,0.0%,0,0.0,0.0
2026-06-09,三文鱼做法意图测试,198981408,3.01,98,8.16%,0.0%,8,0.0,0.38,30.71,3.01,97,8,8.25%,0.38,31.03,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,6,0.63,24.49%,75.0%,20.93%,0.0%,0,0.0,0.0
2026-06-09,山姆盒马三文鱼截流,198986280,0.44,25,16.0%,0.0%,4,0.0,0.11,17.6,0.44,25,4,16.0%,0.11,17.6,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,2,0.14,28.0%,50.0%,31.82%,0.0%,0,0.0,0.0
2026-06-09,6月高点击笔记测试_复制,201276745,0.08,4,25.0%,0.0%,1,0.0,0.08,20.0,0.08,4,1,25.0%,0.08,20.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.08,50.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-09,虾仁收割计划,201634879,12.96,278,13.67%,0.0%,38,69.0,0.34,46.62,12.96,276,38,13.77%,0.34,46.96,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,12.96,69.0,5.32,1,12.96,69.0,5.32,1,12.96,69.0,5.32,49,13,4.84,18.01%,34.21%,37.37%,2.63%,1,69.0,5.32
2026-06-09,鲅鱼计划,201641214,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,16.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼搜索关键词,184817496,0.11,2,50.0%,0.0%,1,0.0,0.11,55.0,0.11,2,1,50.0%,0.11,55.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,虾仁搜索,185525682,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼搜索关键词_复制,186136724,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,7,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,42.86%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼爆款购买潜在需求,186737237,3.59,133,12.03%,0.0%,16,0.0,0.22,26.99,3.59,133,16,12.03%,0.22,26.99,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,5,1.38,21.8%,31.25%,38.42%,0.0%,0,0.0,0.0
2026-06-10,7日虾仁笔记_复制,195192732,1.32,24,12.5%,0.0%,3,0.0,0.44,55.0,1.32,24,3,12.5%,0.44,55.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,2,0.35,25.0%,66.67%,26.52%,0.0%,0,0.0,0.0
2026-06-10,521虾仁测试,196982127,0.26,11,27.27%,0.0%,3,0.0,0.09,23.64,0.26,11,3,27.27%,0.09,23.64,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,9.09%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,521三文鱼搜索,196988252,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼搜索关键词_20260526_170915,198328826,1.58,18,5.56%,0.0%,1,0.0,1.58,87.78,1.58,18,1,5.56%,1.58,87.78,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,1.58,11.11%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼搜索新计划,198891243,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,66.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,虾仁高购买意图测试,198948610,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,虾仁笔记推词测试,198949210,0.04,10,30.0%,0.0%,3,0.0,0.01,4.0,0.04,10,3,30.0%,0.01,4.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,三文鱼购买意图测试,198960741,0.54,75,8.0%,0.0%,6,0.0,0.09,7.2,0.54,75,6,8.0%,0.09,7.2,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,3,0.06,32.0%,50.0%,11.28%,0.0%,0,0.0,0.0
2026-06-10,三文鱼做法意图测试,198981408,9.73,129,10.85%,0.0%,14,68.0,0.7,75.43,9.73,128,14,10.94%,0.7,76.02,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,9.73,68.0,6.99,1,9.73,68.0,6.99,1,9.73,68.0,6.99,29,2,0.09,22.48%,14.29%,0.92%,7.14%,1,68.0,6.99
2026-06-10,山姆盒马三文鱼截流,198986280,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,100.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,6月高点击笔记测试_复制,201276745,0.34,6,50.0%,0.0%,3,0.0,0.11,56.67,0.34,6,3,50.0%,0.11,56.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0.31,33.33%,66.67%,90.12%,0.0%,0,0.0,0.0
2026-06-10,虾仁收割计划,201634879,4.99,250,10.4%,0.0%,26,0.0,0.19,19.96,4.99,250,26,10.4%,0.19,19.96,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,48,11,2.71,19.43%,42.31%,54.41%,0.0%,0,0.0,0.0
2026-06-10,鲅鱼计划,201641214,0.00,5,0.0%,0.0%,0,0.0,0.0,0.0,0.0,5,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,40.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-10,近期带饭优选笔记,202518782,2.20,51,19.61%,0.0%,10,0.0,0.22,43.14,2.2,51,10,19.61%,0.22,43.14,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,5,1.08,21.57%,50.0%,49.18%,0.0%,0,0.0,0.0
2026-06-10,三文鱼人群定向测试,202545695,1.12,62,12.9%,0.0%,8,0.0,0.14,18.06,1.12,62,8,12.9%,0.14,18.06,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0,0.0,24.24%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-11,虾仁搜索,185525682,0.03,9,11.11%,0.0%,1,0.0,0.03,3.33,0.03,9,1,11.11%,0.03,3.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,11.11%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-11,三文鱼搜索关键词_复制,186136724,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-11,三文鱼爆款购买潜在需求,186737237,5.15,122,13.93%,0.0%,17,0.0,0.3,42.21,4.07,120,15,12.5%,0.27,33.92,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,4,1.19,22.13%,23.53%,23.11%,0.0%,0,0.0,0.0
